key,count
anak jari,38
anakrus,38
anakusis,38
angin salah,38
angkat meja,38
antalas,38
antikuari,38
antroposofi,38
apit kanan,38
aposematik,38
arandai,38
asabiah,38
asam orotat,38
autodidaktik,38
bakau merah,38
balai bengong,38
bandea,38
bangkrak,38
bangun kongruen,38
barang luks,38
batu geliga,38
beberok,38
belater,38
benzedrin,38
beraduk,38
beralah,38
berat lidah,38
beringsang,38
berjenama,38
berkawal,38
berkebolehan,38
berkepak,38
berlambak,38
bermain kayu,38
berpakansi,38
berpusaka,38
bersilih,38
bersuka-sukaan,38
bertabir,38
bertali-tali,38
bertegak,38
berulas,38
berwukuf,38
bhayangkara kepala,38
bilangan khayal,38
biomekani,38
botekan,38
buku kaki,38
capuk,38
celum,38
cempung,38
cepekan,38
corob,38
daduh,38
daya suai,38
"di mana bumi dipijak, di sana langit dijunjung",38
direktori dua tingkat,38
diskorobik,38
drama rakyat,38
druwe,38
dukun tiban,38
efek terbang,38
eksoftalmia,38
eksosmosis,38
embari,38
embih,38
en face,38
endomorfik,38
fisin,38
fokalisasi,38
fokimeter,38
fokstrot,38
garam glauber,38
garis markah,38
gas basah,38
gegai,38
gegak gempita,38
gejah,38
geleca,38
geledang,38
gelibir,38
gelugut,38
gereng-gereng,38
gerentang,38
golak-galik,38
grafemik,38
greges otot,38
guntingan pers,38
habitat kering,38
habluk,38
halo galaksi,38
herbisida selektif,38
hibridis,38
hitungan angka-angka,38
holokrin,38
hukum pidana formal,38
ikan alu,38
impresum,38
inkarsunah,38
interfiks,38
jambiah,38
jamu godokan,38
jenggul,38
juringan,38
jus soli,38
kabinet ministerial,38
kahaf,38
kalet,38
kandut,38
kangtau,38
kapal hidrofoil,38
kasgar,38
kategori leksikal,38
katian,38
keilhaman,38
kekara,38
kembili,38
kerangka acuan lembam,38
kerekot,38
ketitir,38
kita sama kita,38
kokole,38
kol banda,38
koleh-koleh,38
kolpitis,38
koluvium,38
komfortabel,38
konoid,38
kultur disiplin,38
kunci kroma,38
laikas,38
lembai,38
lempung merah,38
lintabung,38
lintuh,38
logopedia,38
m.sy.,38
mabuk gunung,38
makalangkang,38
makyung,38
mamahan,38
mas tumenggung,38
masturbator,38
melanoderma,38
melantas,38
meligat,38
memasterkan,38
membarengkan,38
memberi muka,38
membingkaikan,38
memendamkan,38
memersekusi,38
memo tempel,38
memperhamba,38
mempersaingkan,38
menafakuri,38
mencebik,38
mencecerkan,38
mencekok,38
mencemerlangkan,38
mengabukan,38
mengagihkan,38
menganehkan,38
mengasam,38
mengatung,38
mengelai,38
mengendon,38
mengganduli,38
menggelikan hati,38
menghangus,38
mengubak,38
mengudak,38
meninggung,38
menjeling,38
menjelis,38
menyanjung diri,38
menyarukan,38
menyondong,38
merarai,38
merembah,38
mesinisasi,38
minu tni,38
misantrop,38
monolog batin,38
neksus,38
optika geometrik,38
organismus,38
pakuh,38
parentesis,38
pascaresesi,38
pelantingan,38
pelatihan kepekaan,38
pelayuan daging,38
pelindas,38
pemalaman,38
pemencilan,38
pendepositoan,38
pengalimatan,38
penggugup,38
pengumban,38
pengumbuk,38
perahu compreng,38
percopetan,38
perekik,38
perkudaan,38
perpetuasi,38
perseptivitas,38
pesawah,38
pidit,38
pileren,38
pinang raja,38
pirofobia,38
pita kosong,38
plastometer,38
podena,38
primadona berita,38
protolitik,38
purnama penuh,38
radiasi ultra ungu,38
randek,38
redih,38
rengkang,38
renyang,38
respons stimulus,38
rimih,38
rombohedron,38
ronggong,38
rongot,38
ruangan wanita,38
sabuk pelindung,38
sabun aromaterapi,38
salin rekat,38
sealamat,38
sebon,38
selakarang,38
seludu,38
semanis-manisnya,38
sendam,38
sendok tembok,38
serbasusah,38
sibilan,38
sinemaskop,38
sirostratus,38
sisata,38
skema warna monokromatik,38
skenografer,38
skiameter,38
sofistri,38
solanina,38
soul music,38
stenohalin,38
subam,38
suhu kardinal,38
sulangkar,38
sungai periodik,38
suram-suram,38
tabel anuitas,38
tahi kerbau,38
takimeter,38
tambak bukit,38
tanah yasan,38
tanda kesamaan,38
tarhib ramadan,38
tasmik,38
taucang,38
telefilm,38
tembadau,38
terau,38
terbang pikiran,38
terkutub,38
terlampai,38
tersukar,38
tertarung,38
tinta koran,38
tongsan,38
trienial,38
triftong,38
tulang rangu,38
ular api,38
ungkil,38
unjut,38
uropoda,38
vektor angin,38
wangkot,38
wasitah,38
wonti,38
adat semende,37
aerofisiologi,37
aetiologi,37
agroikos,37
aksara mandailing,37
aktinometer,37
akuadestilata,37
alkus,37
amirulhaj,37
anak gugur,37
andantino,37
andikara,37
anggota kliring berjangka,37
anpotwil,37
antartropik,37
antitragus,37
area rehat,37
areometer,37
asam ftalat,37
asam keranji,37
autodial,37
awawarna,37
badan astral,37
bahasa algoritmik,37
baitulmukadis,37
baju belah,37
bantah-bantah,37
batu lantai,37
bebrek,37
belongkeng,37
belukap,37
belunjur,37
bengkang-bengkung,37
bengkap,37
bercoreng-coreng,37
berdentam-dentam,37
berhakim,37
beriak-riak,37
berkata dua,37
berkecai,37
berkembang-kembang,37
berkentut,37
berkolokasi,37
bermanset,37
bermara,37
berpagutan,37
berselang-selang,37
bertampuk,37
bertepat guna,37
berterang-terang,37
berwarung,37
binawah,37
bintangan,37
biprisma,37
bosor,37
bubur manggul,37
bulsak,37
bumi iskandar muda,37
"buruk muka, cermin dibelah",37
cebir,37
celana jengki,37
cerkan,37
cetrek,37
cibor,37
cincu,37
daya penguapan,37
delegat,37
depap,37
derajang,37
detenidos,37
dinas peternakan daerah,37
dingin tangan,37
diskus invertebralis,37
dropsi,37
dubelir,37
dukak,37
encal,37
endokarpium,37
epentesis,37
faringal,37
favano,37
filatelik,37
film kultus,37
flaf,37
fosforolisis,37
gabus laut,37
gampang-gampangan,37
gangguan saraf tulang belakang,37
gawang pintu,37
gedabah,37
gelapung,37
gelepek,37
gelobak,37
gerapu,37
girang hati,37
halofita,37
hiri motu,37
holograf,37
holozoik,37
ijmak ulama,37
ikan hibrida,37
imbesilitas,37
imunodiagnostik,37
ingau,37
inovasi eksternal,37
inslan,37
intensitas terang,37
isi kampung,37
isofet,37
istimna,37
jalan pedalaman,37
jamur dewa,37
jegung,37
jelalat,37
jemala,37
jumbul,37
jungat,37
junpur,37
juru pisah,37
kacang botol,37
kancet papatai,37
kandungan air tubuh,37
kapal pantai,37
karinasi,37
kartu kendali surat masuk,37
kata gramatikal,37
kaum unionis,37
kelebuk,37
kembuk,37
kencit,37
kepioniran,37
kerengga,37
keterbasahan,37
kondisi kelistrikan nasional,37
krifoli,37
kuliah ramadan,37
labiaplasti,37
labiovelar,37
landasan luncur,37
landrad,37
lari beranting,37
lecer,37
lekam,37
lestek,37
lidah anjing,37
lignotuber,37
lipit sungkup,37
longit,37
loyong,37
lungse,37
m.m.s.i.,37
magfirat,37
majedub,37
maloh,37
manyama braya,37
martandang,37
martarombo,37
masa leluasa,37
massa tulang puncak,37
mata buku,37
melampung,37
melempengkan,37
memalaki,37
memantati,37
membanyakkan,37
memutar lidah,37
menamengi,37
mencucurkan keringat,37
menelentang,37
mengambil tahu,37
mengangsu,37
menggantungi,37
menggelendot,37
menghujan,37
mengulit,37
menguratori,37
meniapkan,37
meningkar,37
menjamakkan,37
menujah,37
menunangkan,37
menyampu,37
menyerimpung,37
menyetrap,37
merangsi,37
merendami,37
merguk,37
merwatin,37
metrik perangkat lunak,37
mezzo piano,37
mikromer,37
minta tangan,37
molof,37
mulhid,37
najasat,37
nirgagasan,37
nomor perkenalan,37
nonrepudiasi,37
numerolog,37
opnaisel,37
pakaian kuda,37
panjarwala,37
patetis,37
pauhi,37
pebonsai,37
pekik perang,37
pelias,37
pembelenggu,37
pembendaan,37
pemujian,37
penapaian,37
penat terbang,37
pencahaya,37
penghantam,37
penghipnosis,37
penginstruksian,37
pengisaran,37
pengotomatisan,37
penimbal,37
penyemenan sumur,37
penyesahan,37
pepung,37
perdom,37
perimortem,37
persangga,37
perut jala,37
pesakin,37
peuji,37
pina-pina,37
pirektik,37
planospora,37
plasenta suksenturiata,37
proteom,37
purnajabatan,37
purnama raya,37
radikal asam,37
rambuti,37
randuk,37
rangket,37
redaktur mingguan,37
regisur,37
rekisitur,37
relban,37
rencik,37
repetitor,37
resitatif,37
ringan mulut,37
rujak colek,37
sambilata,37
samudra antarktika,37
saraf akustik,37
sarkoderma,37
sedap-sedapan,37
sedekala,37
sedinding,37
sefamili,37
selam skuba,37
seledup,37
semak tinggi,37
semberap,37
serandau,37
serbakurang,37
serindai,37
serta-menyertai,37
sianometri,37
sidang tertutup untuk umum,37
sigasir,37
sisir garpu,37
sit stensil,37
sosionasional,37
strategi waktu-nyata,37
stromking,37
subirigasi,37
subur sendiri,37
sudut nol,37
sulaman fantasi,37
sulfurasi,37
tajuk mahkota,37
takseimbang,37
taktampak,37
tekebur,37
telakup,37
telepa,37
tembakau mole,37
terlantas,37
terluncur,37
termarginalisasikan,37
terpicing,37
terseduh-seduh,37
tersucikan,37
tersurut,37
tes baring duduk,37
tiangui,37
uang miskin,37
ujian diagnostik,37
ukhuah islamiah,37
ulat kubis,37
uleman,37
unduk-unduk,37
ungah-angih,37
unguis,37
urat bijih,37
vitamin g,37
vokal rendah,37
wantariksa,37
wayang rai wong,37
wedam,37
wiyaga,37
accelerando,36
aditokoh,36
adonan asam,36
agrologi,36
akar semu,36
aksara rejang,36
akwai,36
alam misal,36
alamatulhayat,36
alat ukur hujan,36
alwah,36
ampis,36
angka halaman,36
angsa dua,36
antamir,36
antromorfis,36
apokope,36
area bersinyal,36
ayam itik,36
badola,36
baitulmakmur,36
bambu ater,36
bandarsah,36
banyun,36
barau-barau,36
batu damar,36
batuan gunung berapi,36
belangkin,36
berajojing,36
berangsong,36
berbait-bait,36
berdering-dering,36
berebut-rebut,36
berengkes,36
bergendang,36
berkudis,36
bersanak,36
bersiah,36
botol labu,36
budi bicara,36
buta ayam,36
campur kaya,36
cangkau,36
causa finalis,36
cengking,36
cerling,36
citai,36
"cost, insurance, and freight",36
daftar premi,36
dambin,36
danau pinang,36
datung,36
daya ilokusi,36
dayak sekadau,36
degap,36
dembai,36
demensia prekoks,36
deutschland über alles,36
diatomea,36
dividen tumbuh,36
drama absurd,36
dramatikus,36
dukun klenik,36
emang hati,36
embun jelaga,36
epikuris,36
erpak,36
evangeliarium,36
fadihat,36
fenit,36
fukara,36
galaktometer,36
ganjat,36
gelincuh,36
gelobok,36
gemah ripah repeh rapih,36
genosom,36
gigiran,36
gloria in excelsis deo,36
gunung-gunungan,36
guri-guri,36
hantu tuyul,36
hipomastia,36
jakang,36
jampen,36
jamu rebusan,36
jerubung,36
juandang,36
jurai luar,36
jurang kehidupan,36
kabang-kabang,36
kabriolet,36
kaki belalang,36
kapsalon,36
karlak,36
kebertautan,36
keik keju,36
keladak,36
kelamarin,36
kementahan,36
kepala stik,36
kepik air,36
kerebok,36
keremehan,36
kerut-merut,36
kesrakat,36
kesup,36
ketakar,36
ketayap,36
keynesianism,36
kineskop,36
klaim belum dibayar,36
klaritas,36
klimatografi,36
koboisme,36
koplokan,36
kuarza,36
labuhan ageng,36
lakonisme,36
langgayan,36
langlai,36
lapislazuli,36
lawar putih,36
layak saji,36
lembu suana,36
lengseng,36
lenor,36
lihap,36
logok,36
ludat,36
magnetostriksi,36
mansiang,36
marsepen,36
melawankan,36
meledos,36
meluli,36
memayet,36
membilangkan,36
membusakan,36
memuncakkan,36
menceburi,36
mendahsyatkan,36
mendekut,36
mengabstrakkan,36
mengalpakan,36
mengamuflase,36
mengantukkan,36
mengasung,36
mengelantang,36
menggaduh,36
mengikiskan,36
menguntukkan,36
mengupacarai,36
meniada,36
menintai,36
menumbuhi,36
menyambuk,36
menyemarak,36
menyilet-nyilet,36
menyubur,36
merandai,36
merawankan,36
merebu,36
meriangkan,36
meruntuh,36
mesin bicara,36
mikrovilus,36
modernomaniak,36
mukhalaf,36
mumayiz,36
obat urus-urus,36
oklokrasi,36
papan penjarian,36
pedapa,36
pemakan deposit,36
pempek belah,36
penandasan,36
penandukan,36
penciut,36
pendeklarasi,36
pendiet,36
penebuk,36
penganiayaan kelompok,36
pengembalian abnormal,36
pengomprongan,36
pengondisi udara,36
pengosong,36
penuju,36
penyampingan,36
penyemiran jalan,36
peranggu,36
perdaraan,36
perendangan,36
perhewanan,36
perhitungan dugaan,36
permukaan silindris,36
perpadian,36
persalaman,36
pewaralabaan,36
piridoksina,36
pisiformis,36
prekositas,36
program nonreguler,36
psasi,36
pseudopoda,36
puatang,36
pulover,36
raba-rubu,36
radiasi efektif,36
resinifikasi,36
resolusi alamat,36
retrolingual,36
rumah kolong,36
runtas,36
sakaratulmaut,36
sarana pelayanan medis,36
sarirah,36
sayup-sayup sampai,36
seabstrak,36
secakap,36
secentong,36
sedivisi,36
sekebat,36
selak-seluk,36
selaput permeabel,36
seleguri,36
selomot,36
sementang,36
sendalu,36
sengal-sengal,36
sengarat,36
serbausaha,36
seri muka,36
setakona,36
seteker,36
sikat mandi,36
singsat,36
sinole,36
sirene tanda bahaya,36
sirip kaudal,36
sistep,36
skurvi,36
sripanggung,36
stasiun satelit bumi,36
swabela,36
swausaha,36
tahuli,36
taksengaja,36
tautan hati,36
teater mini kata,36
tengkurup,36
terang akal,36
terbantun,36
tercoreng-moreng,36
terjun tandem,36
termalang,36
termometer tubuh,36
tersuruk-suruk,36
tertangkis,36
terubusan,36
tingkarang,36
tonton maraton,36
tuarang,36
tukam,36
uang maya,36
ubi garut,36
ujana,36
umbul air,36
umbun-umbun,36
upacara penyucian diri,36
urdal,36
velamentum,36
visi warna,36
voorheen,36
wangkas,36
xantat,36
xantena,36
ziarat,36
zoobentos,36
abrikos,35
agiria,35
agrogeologi,35
akene,35
akromatopsia,35
alimiah,35
alkamar,35
almandin,35
alveolum,35
anisogamet,35
antrasian,35
apula,35
arsap,35
asimilasi perkawinan,35
babi sapihan,35
baki telur,35
bakteriolitik,35
balneoterapi,35
bangkuna,35
bansat,35
bebodoran,35
bebulan,35
belepas,35
belolang,35
belukar tua,35
bendari,35
bengkawan,35
berambu,35
berbuai,35
berhusnuzan,35
berkelah,35
berkitab,35
berkoak-koak,35
berlelucon,35
bermedali,35
bersaf-saf,35
bertekak,35
bertelungkup,35
bijaksanawan,35
biomineralisasi,35
bodar,35
brokade,35
brome,35
buah dam,35
bubur lambuk,35
buku bersuara,35
bunga pasir,35
buruh terlatih,35
cahaya hilang,35
cegas,35
cek pelanggan,35
celana cutbrai,35
cetak ofset,35
daerah kuno,35
daidanco,35
darulakhirat,35
deflorasi,35
delamak,35
demam parit,35
denasalisasi,35
dingklang,35
diplomasi terbuka,35
dublir,35
efebofilia,35
ektropik,35
ekwivalen,35
emas plaser,35
endomiokarditis,35
engget,35
epifiton,35
erosi percikan,35
etimologi rakyat,35
etinil,35
fahisyah,35
faktor susut,35
fleksitarian,35
gadis besar,35
galiot,35
galoba,35
gelas duga,35
gelegah,35
gelosang,35
gemeresak,35
geologi bulan,35
geradah,35
gerentam,35
getil,35
golongan merah,35
gregarius,35
guspan,35
hajat seni,35
haplologi,35
hari karier,35
hasyiah,35
hembalang,35
hidung putih,35
hierarki gramatikal,35
hipoksia hipobarik,35
hitam lebam,35
hujan beku,35
hurah,35
in loco,35
infeksi pusar,35
infleksif,35
iredentisme,35
jam nol,35
japuk,35
jebos,35
jejamang,35
jeragih,35
jerahak,35
jijit,35
jual titip,35
kalakian,35
kambing arab,35
kantih,35
karang balita,35
katimumul,35
kayumwungan,35
kecak pinggang,35
keduit,35
kegaliban,35
keindukan,35
kejatuhan bulan,35
kelubung,35
keluih,35
kemantapan dinamis,35
kemendalam,35
kepadaan,35
kerabik,35
keredak,35
kerepak,35
kesenjangan negatif,35
keso-keso,35
ketakar-keteker,35
ketap-ketip,35
keyakinan rasional,35
khojah,35
kiaupau,35
kirikiri,35
komedi bangsawan,35
konyan,35
kranapaksa,35
kucekan,35
latihan keahlian,35
lecap,35
legasteni,35
legator,35
lencit,35
lengong,35
limbah perumahan,35
linggayuran,35
m.fil.i.,35
m.th.i.,35
mati separuh,35
melekap,35
melerang,35
meluncuri,35
memasokkan,35
membeliak,35
membubungkan,35
memfantasikan,35
memperingankan,35
menangkapkan,35
mencapak,35
menengok-nengok,35
mengadat,35
mengakreditasikan,35
mengalit,35
menganggut,35
mengasalkan,35
mengejikan,35
mengerasi,35
menggemarkan,35
menggerutui,35
mengias,35
mengomandokan,35
menjara,35
menudung,35
menunggingkan,35
menyambat,35
menyana,35
menyelisihkan,35
menyetup,35
menyuluhi,35
menyulur,35
menyuruti,35
merantas,35
merentak,35
mesin kira,35
mesodermik,35
molest,35
morfemik,35
mujarad,35
musakat,35
natolokal,35
ndoroisme,35
neurotologi,35
nganglang,35
nongon,35
nyanyar,35
oneng-oneng,35
openkap,35
orde matriks,35
organ tendon golgi,35
pakus,35
palu cakar,35
panggangpe,35
pascalikuidasi,35
pelagas,35
pelatihan pernapasan,35
pemelukan,35
pemendak,35
pempek pastel,35
pencopot,35
pendanaan spontan,35
pengabai,35
pengadon,35
pengalahan,35
pengemulsian,35
penggodaan,35
pengkhotbahan,35
pengontak,35
pengumandang,35
penindihan,35
penulis cepat,35
penyalahartian,35
perasukan,35
perawan sunti,35
persona non-grata,35
photokopi,35
pidana tutupan,35
pinjaman bersyarat,35
pohon pengetahuan baik dan jahat,35
poliket,35
pres ban,35
prinsip epigenetik,35
prinsip inersia,35
probabilitas awal,35
prolongasi,35
prostodontis,35
psikoteknik,35
puragi,35
putih hati,35
putus akal,35
puyan,35
rabotase,35
rangkaian koordinasi,35
reglementer,35
renjong,35
rizobium,35
rona hangat,35
roncet,35
rongkok,35
rumah pangsa,35
rumrum,35
rusut,35
salat sunah muakad,35
sampo merang,35
saraf tulang punggung,35
saragan,35
sasaran serbuan,35
sayib,35
secemas,35
sediam,35
sedusta,35
selebritas politik,35
selumbari,35
semerdanta,35
sengkak,35
sengut,35
sentaka,35
sertifikator,35
setahun jagung,35
seteman,35
simbai,35
simplisia pelikan,35
sinemapleks,35
sodok-sodokan,35
sodomia,35
stupika,35
suarawati,35
surat ijazah,35
surogat,35
swahara,35
tarbus,35
tarlet,35
tawaruk,35
tayangan realitas,35
teater lingkungan,35
tebal bibir,35
tempaus,35
terberak-berak,35
termoluminesens,35
terselempang,35
tidak terperi,35
tidong,35
timpanum,35
tisis,35
tobana,35
trigemius,35
truk penyedot tinja,35
ubal-ubal,35
umbur,35
umpan peluru,35
ungkang-ungkang,35
volutin,35
xerik,35
zadat,35
zona aerasi,35
acop,34
afogato,34
akar batu,34
ala ayuning dewasa,34
alat penyosoh,34
almil,34
ambung-ambung,34
amerikano,34
ancuan,34
ancut,34
angglap,34
apit-apit,34
apodal,34
ariboflavinosis,34
arkeologi forensik,34
arsitektonik,34
asetonuria,34
autokton,34
ayam leghorn,34
bagai duri dalam daging,34
bahang jenis,34
balik gagang,34
bantayo,34
belengket,34
bencat,34
bencok,34
bengkudu,34
berabonemen,34
berawas-awas,34
berdanau,34
bergerbong,34
bergoyah,34
bergudang-gudang,34
berhabis,34
berkafan,34
berkapas,34
berkas tersendiri,34
berkoridor,34
bertasydid,34
berturun,34
beruluk salam,34
bokca,34
bola wasit,34
bonglai,34
bronkotomi,34
buat-buatan,34
bumban,34
bumiah,34
bungkuk udang,34
cecongor,34
celomes,34
cemas berpisah,34
cencaru,34
cengir-cengir,34
cepalan,34
ceratai,34
cingak,34
cingbing,34
danau laut bangko,34
debu meteor,34
dengkang,34
dengkik,34
dentung,34
deritaan,34
desain adaptif,34
desain gerakan,34
desuk,34
doko-doko,34
ekshibitum,34
elevasi surut,34
emas urai,34
ensiform,34
ergograf,34
fungsi tekstual,34
gadamala,34
gardah,34
garis birama,34
garis simpul,34
gaya bersih,34
gayar,34
gelebar,34
gelema,34
gelemat,34
geleta,34
gemaung,34
gemeletak,34
genjur,34
geostrofik,34
geotropik,34
gepit,34
geraguk,34
gerdan,34
gerenek,34
gericau,34
gerutus,34
gigabita per detik,34
gila babi,34
ginofobia,34
glukosa otot,34
grafetik,34
grintingan,34
gulatan,34
hantu api,34
heterolisis,34
heuristis,34
hidrofili,34
holobentos,34
hubar-habir,34
hububan,34
hubulwatan,34
ibu ayam,34
ikosahedron,34
interzona,34
isohalin,34
isokronisme,34
jables,34
jamor,34
jamung,34
jangka lengkung,34
juhu singkah,34
juih,34
kacang parang,34
kail-kail,34
kalamari,34
kalsinosis,34
kasus akusatif,34
kato-kato,34
kedangkan,34
kedekai,34
keledar,34
kelikat,34
keliti,34
kelui,34
kempunan,34
kenyutan,34
kepialu,34
kerah dasi,34
keriap,34
kerukut,34
keseorangan,34
ketaknormalan,34
ketitiran,34
kikul,34
kinangan,34
klaim tertunda,34
kohanud,34
kohor kelahiran,34
kolom paralel,34
konferensi elektronik,34
koyak moyak,34
kreosol,34
kriofit,34
krucilan,34
kupang beras,34
kuspis,34
kwetansi,34
laju baud,34
lalat kuda,34
lancut,34
langsuir,34
larai,34
las ikat,34
lekum,34
lesut,34
lex loci contractus,34
libereto,34
mabuh,34
makbud,34
manjanik,34
masori,34
meleceh,34
melinierkan,34
meluah,34
memaut,34
memautkan,34
membuntukan,34
memeloroti,34
memerahi,34
memerban,34
memutah,34
menambangkan,34
menamparkan,34
mencerocos,34
mencurahi,34
mendedel,34
mengalihaksarakan,34
mengandung hati,34
mengeh,34
mengelik,34
mengeling,34
mengilah,34
mengilai,34
mengunyahkan,34
mengupahkan,34
mengutub,34
menjimbit,34
menjuntaikan,34
menyerikan,34
menyibuk,34
menyosoh,34
meraung-raungkan,34
mesin akuntansi,34
metabolisme steroid,34
metalurgi ekstraktif,34
mitembeyan,34
morfofonem,34
mubaligah,34
nakal-nakalan,34
nota penyerahan,34
obligasi premi,34
otot pronator teres,34
parapsikologis,34
pelahlar,34
pelanduk napu,34
pembuntut,34
pemendam,34
pemuntahan,34
pendiversifikasian,34
pengarih,34
pengaruh kontekstual,34
pengasumsian,34
penghormat,34
pengincaran,34
pentode,34
penyongsong,34
perlip,34
permainan tiga set,34
perosis,34
persumbuan,34
perusuhan,34
perwira laut,34
plantase,34
pohon trakeobronkial,34
polispermi,34
positronium,34
pramutama bar,34
prapromosi,34
proco,34
produk akuatik,34
psikoteknis,34
pucuk lembaga,34
pukauan,34
putus nyawa,34
ratumbanua,34
rebah-rebah,34
rekenan,34
renda pita,34
rengadean,34
repolper,34
reramuan,34
residivistis,34
ringgik,34
rotan irit,34
rumput peking,34
rutab,34
salat sunah rawatib,34
salinan lunak,34
seartistik,34
sedaun,34
sederap,34
sekretaris kehormatan,34
sel hadley,34
sel induk megaspora,34
selepat,34
selindit,34
selirak,34
semiang,34
semudera,34
senapan lontak,34
sendalan,34
sengseng,34
seni rupa pertunjukan,34
sepaling,34
serikandi,34
serompok,34
sesuru,34
sezarah,34
sikat punggung,34
silihan,34
silinder ukuran,34
singkeh,34
sipongang,34
sirip lemak,34
slenger,34
sp.k.j.,34
spermatofora,34
spiral ekman,34
sujau,34
sulaman usus,34
sundal bolong,34
susu kulit,34
swanama,34
tagma,34
tahi telinga,34
taksesuai,34
talang pati,34
tanbihat,34
tanda alamiah,34
tarof,34
tasmak,34
teater timur,34
telampung,34
teleskop landas bumi,34
terbacok,34
tercaplok,34
terhidroksilasi,34
terkentut,34
termometer cairan,34
tersampul,34
terung pipit,34
tikus bulan,34
tingkapan,34
titik kata,34
tomat kentang,34
tumungkul,34
tusah,34
tusuk tangkai,34
ujul,34
umbin,34
unggunan,34
unjuran,34
utrikel,34
vakbon,34
variasi bebas,34
virilis,34
vokoid,34
wacinwa,34
wajah buku,34
wasnas,34
wput,34
wrisaba,34
abaian,33
ad-duha,33
aeronaut,33
air bawaan,33
ajigineng,33
akuntan umum,33
alobar,33
amanue,33
amirulmukminin,33
amonia anhidrat,33
ampot,33
anemokori,33
anggorokasih,33
anggrek hartinah,33
anggus,33
angin silang,33
ansai,33
antidialog,33
apit kiri,33
arkaisme,33
arus mode,33
awangan,33
ayam iloni,33
bacek,33
bakat penyakit,33
basinet,33
batu timbul,33
bebekel,33
bebekisme,33
belendong,33
berbenih,33
berengos,33
beritawan,33
berjisim,33
berkesusastraan,33
berkung,33
berlembut,33
beroto,33
berpekerti,33
berputih tulang,33
bertakdir,33
bertangan kosong,33
berteguran,33
berulang-alik,33
berumpama,33
biofera,33
bisektris,33
blok buku,33
bobongko,33
bratu,33
bromisme,33
buaya tembaga,33
bulat kata,33
bunting muda,33
cantik molek,33
caturan,33
cekang,33
cekcekcek,33
cenak,33
ceteri,33
cupul,33
daging rusuk,33
dahulu-mendahului,33
danau rawa taliwang,33
darmakelana,33
daya tahan statis,33
degasifikasi,33
deging,33
deiktis,33
dekung,33
diajuk,33
diasak,33
diet hay,33
dukana,33
dwilomba,33
en vogue,33
endilau,33
enteroskopi,33
erosi glasial,33
es loder,33
etimon,33
fitostabilisasi,33
fonetik akustik,33
frib,33
gadis pemerah,33
garis angin,33
garwa ampil,33
gaswah,33
geletik,33
gelintang,33
gentat,33
geramsut,33
gersamata,33
gongyo,33
grafik bisnis,33
hadis ahad,33
hiperlipemia,33
hipotaksis,33
histerografi,33
hukum percepatan,33
iklim monsun,33
ilmu bangsa-bangsa,33
intralinguistis,33
isohel,33
jalak jantan,33
jerafah,33
jerangan,33
juru api,33
kaca masir,33
kaidah konstruksi,33
kain rami,33
kalajengking cambuk,33
kalembak,33
kanape,33
kapal bantalan udara,33
kartu penumpang,33
kartu saran,33
kasiku,33
kawao,33
kecimus,33
kejut-kejut,33
kekota-kotaan,33
keletak,33
kelolong,33
kelontang-kelantung,33
kembang pala,33
kemolisis,33
kempuh,33
kenapang,33
kerabat sedarah,33
keremot,33
kerinyut,33
kerjang,33
keronco,33
ketang-ketang,33
ketapik,33
kiblik,33
kifosis postural,33
kintaka,33
klausa transitif,33
klitoridektomi,33
kolam kaca,33
komputasi numeris,33
koreng-koreng,33
korselet,33
kriptol,33
kroisan,33
ksab,33
kucut,33
laklakan,33
lentus,33
lingkungan mati,33
lokalit,33
lomuli,33
lucup,33
makanan basa,33
makanan tunagizi,33
makaopo,33
mangkah,33
melepas pandang,33
memaling,33
memarginalisasikan,33
membakarkan,33
membarut,33
membentrokkan,33
memetiki,33
menandukkan,33
mendempetkan,33
menerampilkan,33
mengasarkan,33
mengelenggarakan,33
mengelilingkan,33
mengganjilkan,33
menghancurluluhkan,33
menginisialkan,33
menimbunkan,33
menjatuhkan tangan,33
menjimak,33
mentaus,33
mentibu,33
menulahi,33
menyakap,33
menyangkak,33
menyendengkan,33
menyerbukkan,33
menyiangi ikan,33
meranca,33
merawak,33
merimba,33
mesin ion,33
mewaspadakan,33
mewawas diri,33
minuman stimulan,33
minyak rapa,33
momolo,33
monofili,33
morfem terbagi,33
muka papan,33
mutamad,33
nalaktak,33
nasi golong,33
neraca kliring,33
nervasi,33
ngeang,33
nimfomania,33
numbas,33
orjen tni,33
osilogram,33
ostitis,33
ovenan,33
paltu,33
pamasi,33
panoptikum,33
papui,33
parameter bisnis,33
parasimpatetis,33
parikena,33
pemerintah de facto,33
penangis,33
penaram,33
penarung,33
pencagaran,33
pendek kira-kira,33
penggalas,33
pengglasiran,33
penginterogasi,33
pengompasan,33
penguatan bunyi,33
penyuara telinga,33
peranti pintar,33
perifrasa,33
pernalaran,33
persiapan pelajaran,33
peta geologi sistematik,33
petanen,33
piezo-,33
pijak-pijak,33
piktografi,33
pindakas,33
pipa pabrik,33
pipot,33
plasmosis,33
pleomorf,33
politeistis,33
propaganda terselubung,33
pulas mata,33
purnaintegrasi,33
pusdikku,33
ransum lengkap,33
rebing,33
renjul,33
renyai,33
reprositas,33
rimba sawang,33
roda angin,33
rok rimpel,33
roti apit,33
rumah batang,33
